发信人,时间,内容
锦程拉筒针车行,2018/7/1 9:35,这样一直挂着，能挂多久
小滴管理员-小天,2018/7/1 9:35,您给乘客说了什么这个工作人员他们都是会核实的，您让乘客取消了订单结果马上又接单了，这个是属于您的责任的
小滴管理员-小天,2018/7/1 9:36,这个申诉是无法通过的
小滴管理员-小莉,2018/7/1 9:36,@独行侠 稍等。我看下哦
冬天太冷了,2018/7/1 9:36,车辆不达标的同志们
烟圈王子,2018/7/1 9:36,是的
冬天太冷了,2018/7/1 9:36,最后一个月了
江辉岁月,2018/7/1 9:36,现在全广州都是四开四停
三郎,2018/7/1 9:36,很多垃圾乘客
别,2018/7/1 9:36,设置那个存储订单发票给我拍一下，
三郎,2018/7/1 9:36,这是我们公司的
庆华,2018/7/1 9:36,哦你上面这些病人是怎么回事这个钱她不愿意坐车吗，定位相差很远啊他的是吧，
渣渣廣,2018/7/1 9:36,压力昨天是看你在看我昨天晚上宝流水的吗况且遇到了也就跑到博雅严重，
烟圈王子,2018/7/1 9:36,没一个接电话的。
别,2018/7/1 9:36,好无语啊，
  大明,2018/7/1 9:36,刚才刚才发送还没，ｚｈａｎｇｈａｏ，
渣渣廣,2018/7/1 9:36,假没批，就是不达标
行者,2018/7/1 9:37,不是北京，说话听不懂
锦程拉筒针车行,2018/7/1 9:37,那个狗乘客不知道在哪里，妈的毕业了就转了两圈了啊麻痹他也不取消，
兴生,2018/7/1 9:37,个人隐私！@笑看人生?
别,2018/7/1 9:37,就是那会儿下岗吧，休了二十多天都修不好这玩意儿，
小滴管理员-果果,2018/7/1 9:37,@新熊俊杰北8年1-17701340164 时长是在修复中的
Y.E.,2018/7/1 9:37,那个不是北京发生的吧那后边有个同心圆购物广场从这个地图上的北京啊都没有收到一个两千多公里呢走，
兴生,2018/7/1 9:37,[微笑]
锦程拉筒针车行,2018/7/1 9:37,隔壁乘客不知道定位定到哪里，跟他说在哪里他都不知道啊妈的我在这里转了两圈了都没看到，
锦程拉筒针车行,2018/7/1 9:37,找到取消也不取消她妈个逼，
A-南京优行婚车商旅 13805152027,2018/7/1 9:37,哪里啊
宽容,2018/7/1 9:37,说的是啊，要不然扣了车，平台也不合适啊
谁是小溜溜！,2018/7/1 9:37,@沙井清洁工?不能挂
锦程拉筒针车行,2018/7/1 9:37,垃圾乘客
宽容,2018/7/1 9:37,说的是啊，要不然扣了车，平台也不合适啊
庆华,2018/7/1 9:37,就是看他那个零头了么那个领头可能就是这里面后面啊她定位给人定位的，让你另外一条马路他临时加的你后面看那个名字看得到了，应该是后面的，
锦程拉筒针车行,2018/7/1 9:37,为什么不能挂我就这样挂着啊，客服取不取消咯了就取消不觉觉就这样挂着了，
谁是小溜溜！,2018/7/1 9:37,超出二十分钟取消，或者未取消
谁是小溜溜！,2018/7/1 9:38,会播报涉嫌作弊
烟圈王子,2018/7/1 9:38,算了算老，一点保障没有，车子也是翻新车，那天在路上出点事，找那个解决都找不到。明天去退车算老。
笑看人生,2018/7/1 9:38,你在这里也没发什么呀
灿烂人生,2018/7/1 9:38,发都了啊发周周月月清空啊重发了吗重发张胜男发的么有，
"够用,",2018/7/1 9:38,怎么这次这个时常秋后怎么这么慢呢，
行者,2018/7/1 9:38,哎呀没有事儿同学们，修不好就修不好这是人家说了算咱们说不算啊，
饭团,2018/7/1 9:38,@小滴管理员-小天?为什么每天还要一个小时就派长单过来
锦程拉筒针车行,2018/7/1 9:38,你是不是试过是吧？
渣渣廣,2018/7/1 9:38,说了也要问结果啊
谁是小溜溜！,2018/7/1 9:38,@沙井清洁工?[抠鼻]
"够用,",2018/7/1 9:38,之前刚开始的时候也有这个市场那个差的时候那个跑市场跑的可快了，没有也就两三个小时就给补回来了，
庆华,2018/7/1 9:38,不能太长实际上他是用的一个判定作弊了，昨晚上我试了四十分钟我是看到没打卡成功，要不然我要我都不感觉那么怕时间呢早就取消他了，因为刚好他妈的他那一单最后是不是要到我家附近，最后一张想收工，所以取消我又怕他拍的太远我就一直在等四十分钟他没有打卡成功我我想应该也不会判我作弊吗，是吧又没技术的反正是，
谁是小溜溜！,2018/7/1 9:38,@沙井清洁工?对呀
宽容,2018/7/1 9:39,他们查车要是一直在一个地方还好，关键是在路上也查，这个谁也没办法躲
小滴管理员-小宁,2018/7/1 9:39,我看下
小滴管理员-小月月,2018/7/1 9:39,抱歉，是我发了
饭团,2018/7/1 9:39,搞死人
锦程拉筒针车行,2018/7/1 9:39,我还没试过嘞，说我作弊的了。
谁是小溜溜！,2018/7/1 9:39,因为如果跟你说你把她丢了的事情做呗的不轻少年郎变成了啊，
行者,2018/7/1 9:39,应该是这情况这么紧急，找不着我在休息几天啊，我以前在网上也行啊滴滴能干就干不能干拉鸡巴倒吧，
A-南京优行婚车商旅 13805152027,2018/7/1 9:39,我跟他讲请假了他说是不是确定请假我说确定，
小滴管理员-小天,2018/7/1 9:39,都是乘客叫车之后系统指派的，您可以选择不接35公里以上的订单的， 哥
饭团,2018/7/1 9:39,本来一天就高强度工作了
:sparkles: 莪本善莨 :sparkles:,2018/7/1 9:39,那个积极嘴巴啊，
谁是小溜溜！,2018/7/1 9:39,[憨笑]你还是太年轻了
小滴管理员-小红,2018/7/1 9:39,还没有结果，请假已经提交上去了
赵师傅:tiger:,2018/7/1 9:39,@不知不觉?自己
"够用,",2018/7/1 9:40,你们休没事儿啊我这仅有的两天假期啊让他给我扣了也不给我补回来，
A-南京优行婚车商旅 13805152027,2018/7/1 9:40,阿狸乖乖小红差点被坑死了，怎么搞死我了吗，好差一点点还差一点三个时长一点三个小时的市场，
放,2018/7/1 9:40,我觉得我买了二比一法国，结果那一把中的话我就笑死了，
放,2018/7/1 9:40,昨天晚上这下看清楚我的话堵的赌的球，法国经济问题他八百然后乌拉圭赢了八百，
饭团,2018/7/1 9:40,本来还想回去早点明天回去12
谁是小溜溜！,2018/7/1 9:40,@小滴管理员-小月月?你给他解释一下。
马利,2018/7/1 9:40,小明小明，咱们现在申述不了啊，怎么申诉不了啊，
饭团,2018/7/1 9:40,点
马利,2018/7/1 9:40,我刚才这一单乘客定位错了，我到了定位给他打电话了说了他不愿意走路他叫我取消他又不需要回到取消我取消了我也我一点申诉怎么申诉不了啊，玩一会儿的清澈清楚，
渣渣廣,2018/7/1 9:40,脸上你现在长开的不好，先跑了在说你现在在九点多要到十一点要到一点了九点到十点多的现在开始跑奶奶到一点三个小时就成了跑跑到十一点钟，今天辛苦一点呗，
饭团,2018/7/1 9:40,早上又早起床
行者,2018/7/1 9:40,那家也满了，或者休息不了了，
高大章,2018/7/1 9:40,对，集体退
笑看人生,2018/7/1 9:41,是不是作弊的手段那不要我们知道啊，
行者,2018/7/1 9:41,ｗｅａｒｅ明天都在群里都看不见我了啊，
锦程拉筒针车行,2018/7/1 9:41,一大早就拉了个垃圾他妈的隔壁又没心情了，
小滴管理员-小月月,2018/7/1 9:41,@庆华 当时有给您发信息吗？如是没有发信息，是不会判作弊的
bing.lv,2018/7/1 9:41,机场等四十分钟很正常
笑看人生,2018/7/1 9:41,小明小明，这不是跟我开玩笑吧这不是开玩笑吧这个我我也去啊，
笑看人生,2018/7/1 9:41,这个我不去我这个我不去我不理他我不吊他，三点五公里我去接她我真的是，
烟圈王子,2018/7/1 9:41,@所以人
不知不觉,2018/7/1 9:41,@赵师傅:tiger:?哪款明锐？我也是明锐
老司机眼中的小司机 ,2018/7/1 9:41,申诉中心点开就是上图
小滴管理员-小天,2018/7/1 9:41,订单都是乘客叫车之后系统正常指派的，这个没有说故意给您长单了什么的，您如果说时长快够了，您可以设置区域订单设置顺路，这样接单之后是正常计算时长的，也可以设置不接长单的，没有设置附近有订单系统都是会正常指派的
张海军,2018/7/1 9:41,@小滴客服 - 小美?感谢
张海军,2018/7/1 9:41,@小滴客服 - 小美?感谢
小滴管理员-小丰,2018/7/1 9:41,如果您哪里不满意可以找下我们的租赁公司
壹贱妳就笑 ,2018/7/1 9:41,为师兄师姐师弟师妹慢慢泡慢慢泡，下班了下班了，
快车,2018/7/1 9:42,吗哪有那个我买的那个软件，
弓力,2018/7/1 9:42,哗哗哗哗，走这儿晚上是咋回事，
小滴管理员-小宁,2018/7/1 9:42,你一会刷新在看下吧
小滴管理员-小明,2018/7/1 9:42,[捂脸]可以联系乘客说明一下情况哈
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:42,不能取消
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:42,不要给小明带麻烦
随缘17310551989,2018/7/1 9:42,嗯，才给往经济大会通过，
小滴管理员-小丰,2018/7/1 9:42,可能确实是周六日不上班呢
笑看人生,2018/7/1 9:42,[傲慢]
小滴管理员-小丰,2018/7/1 9:42,都相互理解下吗
笑看人生,2018/7/1 9:42,@小滴管理员-小月月?他是不是作弊
笑看人生,2018/7/1 9:42,@黄埔区粤A8J1Z5毛林锋?你个叼毛
烟圈王子,2018/7/1 9:42,主要是我找不到人啊，小丰。没一个接电话的。
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:42,你说的
笑看人生,2018/7/1 9:42,你来
笑看人生,2018/7/1 9:42,[偷笑]
笑看人生,2018/7/1 9:42,太远了吧
江辉岁月,2018/7/1 9:42,考取发都谋厉害哦，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:43,我5.9公里都去接过
笑看人生,2018/7/1 9:43,才怪
哇塞～楠哥,2018/7/1 9:43,@笑看人生粤A3H9N7?做做雷锋吧逼哥
不知不觉,2018/7/1 9:43,@赵师傅:tiger:?我们一样的明锐
小滴管理员-小月月,2018/7/1 9:43,@大家好！我叫唐僧！请称唔为师尊～ 我听了，您解释的非常完美
bing.lv,2018/7/1 9:43,我们经常等半个多小时。这个有信息或者电话记录的。只要过了十五分钟我们会加上停车费。会报备的
庆华,2018/7/1 9:43,好像没有看到信息没有看到信息没有应该我也没注意看呢因为我和到机场的时候刚好送个客人的时候那机场是十二点钟了晚上十二点了十二点就刚好了点就拍了个单就差个十二点刚好打卡的时间吗大概，还没成功啊，基本上打不了卡啊，所以一直也就这样了，
笑看人生,2018/7/1 9:43,刚起床第一单
庆华,2018/7/1 9:43,你既然没有打卡成功你没及时他怎么会算我作弊吗是不是啊那到底也不可能有作弊然你根本就没有打卡成功的，怎么算作弊啊我只是说像你给我报备一下也可以万一他怎么计算我也不懂，好不好管理，
赵师傅:tiger:,2018/7/1 9:43,@不知不觉?经典
含笑半步钉,2018/7/1 9:43,@万事如意?
含笑半步钉,2018/7/1 9:43,哎呀，黑的好点没啊，
高大章,2018/7/1 9:43,你们都骚气哇
烟圈王子,2018/7/1 9:43,万一我昨天出事故了，找他们找不到。我咋办嘛，他们就一个应急人员都没有。
含笑半步钉,2018/7/1 9:43,讲的凄凉方正吗？
小滴管理员-小月月,2018/7/1 9:43,@笑看人生 没有的，想多了，人家服务很好的哦[捂脸]
笑看人生,2018/7/1 9:44,就来这单
谁是小溜溜！,2018/7/1 9:44,反正超过十天了五分钟打一个电话五分钟打一个电话，还是反对要把那个截屏下来这里有宝贝一下就安全一点，
bing.lv,2018/7/1 9:44,接到单就会显示打卡成功的
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:44,那今天不宜开工，回家陪你老婆去
姚亚磊京N6Y0A8    13552700934,2018/7/1 9:44,@小滴客服 - 小美?
小滴管理员-小月月,2018/7/1 9:44,@庆华 没有收到信息是不会判作弊 的，正常服务即可
庆华,2018/7/1 9:44,然后还有一个事就是我加了停车费十块钱我也问过她她说没没关系的到我家的时候停车会加的高速路高速路上去了要不要报备，他当时当时就付款了，你说她不会投诉啊要不要去呗，报备一下备注一下我叫他停止汇佳的高速上面去了十块钱，看他像现场的服了她也同意了，
谁是小溜溜！,2018/7/1 9:44,上次啊那个深圳北大翻牌车撞了翻车那时候啊，这个群里不是好几个兄弟都说到这火爆设备作弊的信息吗我吗我也收到了啊，古城作弊没办法对不对上台是谁呀她他跑高速古城古城一个作弊系统上面直接判他的思维做比较后面他要去洗漱啊多麻烦，乘客不要来了，这个东西不要麻烦他自己也很麻烦的，
A-南京优行婚车商旅 13805152027,2018/7/1 9:44,不跑了
A-南京优行婚车商旅 13805152027,2018/7/1 9:44,没电了
一路同行,2018/7/1 9:44,是不是都不应该这么做的这个，
心如大漠,2018/7/1 9:45,你好，我这两天腰疼的很你看如果请假需要医院开什么病例
A-南京优行婚车商旅 13805152027,2018/7/1 9:45,出了问题找她
小滴管理员-小天,2018/7/1 9:45,开车还喝酒[奸笑]
小滴管理员-小丰,2018/7/1 9:45,那您工作日和租赁公司反馈
姚亚磊京N6Y0A8    13552700934,2018/7/1 9:45,你好，我这两天腰疼的很你看如果请假需要医院开什么病例
  大明,2018/7/1 9:45,唉我还想，满意员ｏｋｏｋ公里合计一下综合一下功能很好的，
  大明,2018/7/1 9:45,应该吧我的四十张的，如何萝卜插花，
小滴管理员-小丰,2018/7/1 9:45,既然您是去那边租的车，租赁公司应该也是有相关要求
烟圈王子,2018/7/1 9:45,车子年审时间到了，加不到气，给负责年审的人打电话。直接挂了！感觉像是我的工作一样。
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 9:45,你还拒载，小心封号
现实的风,2018/7/1 9:46,诶，小妹我有事找你，
柳下闲人,2018/7/1 9:46,喝完酒推车
渣渣廣,2018/7/1 9:46,你说没用啊我跟你讲，你要是不跑的话今天肯定算达标，
天涯,2018/7/1 9:46,打算退吗？
小滴管理员－小美,2018/7/1 9:46,您说
现实的风,2018/7/1 9:46,韦小梅，回答一下，
小滴客服 - 小美,2018/7/1 9:46,@张海军 没事的^_^，能帮到的我都会尽力。
小滴客服 - 小美,2018/7/1 9:46,@张海军 没事的^_^，能帮到的我都会尽力。
小滴管理员－小美,2018/7/1 9:46,您说啊
现实的风,2018/7/1 9:46,我那个加油啊在那个京东价的，国不知道怎么划的那个划圈去了你帮我看一下吧，
小滴管理员-小明,2018/7/1 9:46,手机上提示什么？
现实的风,2018/7/1 9:46,我要有那个华强把那个钱退出来财富到金盾这里，
小滴管理员－小美,2018/7/1 9:46,什么啊
烟圈王子,2018/7/1 9:47,没得那个公司敢说只在工作日处理事务。休息日一律不处理嘛！
流浪的心。,2018/7/1 9:47,所有司机注意了，所有滴滴司机做了啊，北京西客站北广场有查车的，好像有哪道有几个了吗，我看她好像是个专车的，有运管的那个交警联合执法，注意了啊，我刚出了一点东西，
现实的风,2018/7/1 9:47,不是我在滴滴家以后吗，那个有加油的地方搞错了，我们那个钱付的话将来我在金盾加的油，
小滴管理员－小美,2018/7/1 9:47,这个都交完了啊
小滴管理员-小天,2018/7/1 9:47,可以可以
不知不觉,2018/7/1 9:47,@赵师傅:tiger:?一样，我也是经典
现实的风,2018/7/1 9:47,国家画家模特退出来怎么退啊，
不知不觉,2018/7/1 9:47,手动还是自动？
小滴管理员-花花,2018/7/1 9:47,@老张 哥，是打卡没有成功吗
小滴管理员－小美,2018/7/1 9:47,退不了啊
不知不觉,2018/7/1 9:47,我骚气的@高大章13348894873?
烟圈王子,2018/7/1 9:47,哎。
高大章,2018/7/1 9:47,跑得到几个油
小滴管理员-小丰,2018/7/1 9:47,那您问下您的租赁公司吧
现实的风,2018/7/1 9:48,那算了，滴滴的客服电话给我看，
赵师傅:tiger:,2018/7/1 9:48,@不知不觉?手动
",",2018/7/1 9:48,住院没有？打针是没用的
高大章,2018/7/1 9:48,我油，四角五左右
一路同行,2018/7/1 9:48,现在机场机场机场吃点现在开始了啊，今天别忘了去，
灿烂人生,2018/7/1 9:48,我原来的那个ｉｃｅ对方东边村那的摩托车啊那么远啊那么这么晚还搞那么久啊，哎呀，
不知不觉,2018/7/1 9:48,好大罐子？我的70
赵师傅:tiger:,2018/7/1 9:48,@不知不觉?就是
小滴管理员-小月月,2018/7/1 9:48,@庆华 您在app端报备下也可以的
烟圈王子,2018/7/1 9:48,想想都无语，再怎么我也算是甲方嘛。也算是给钱的一方嘛。太无语了！
不知不觉,2018/7/1 9:49,@高大章13348894873?你啥子车？
柳下闲人,2018/7/1 9:49,你到底是老司机
建军,2018/7/1 9:49,对不对啊在完成三千就达标了，我的休息都还没修呢，
龙一,2018/7/1 9:49,呃没没带吗没没，是这样我早上这有一个订单那个乘客说他那里边没钱要支付现金然后支付完现金以后那刚才给我打电话他可能是要用车，这个订单怎么给他处理一下呀她叫不了车要不然，
江辉岁月,2018/7/1 9:49,某一个嘿甚至给你的啊发生的的好你的，准备结构和工业大道国外卖给工号啊我都，
烟圈王子,2018/7/1 9:49,没办法，只有明天去他们公司撒。
龙一,2018/7/1 9:49,就是这个，从大有北里到水南庄那个订单他已经给了现金，
小滴管理员-小丰,2018/7/1 9:50,您去当面了解下情况
小滴管理员-小丰,2018/7/1 9:50,看下是什么问题
4.2大箱车,2018/7/1 9:50,出租北汽E150 EV  带美团 账号
高大章,2018/7/1 9:50,新英朗
高大章,2018/7/1 9:50,15款
曾经,2018/7/1 9:50,垃圾下沙
不愿意透露姓名的陈先生。,2018/7/1 9:50,什么是一点五类的吗？
不知不觉,2018/7/1 9:51,1.5的要日袜
高大章,2018/7/1 9:51,对
谁是小溜溜！,2018/7/1 9:51,@放过自已?
谁是小溜溜！,2018/7/1 9:51,一天干十那个叫过去了才给医生了牙又养活的医生有养活的滴滴，
灿烂人生,2018/7/1 9:52,刚才刚才刚才发的什么了啊，各位把光碟藏身，
不知不觉,2018/7/1 9:52,手动还是自动？
小滴客服 - 小美,2018/7/1 9:52,@姚亚磊京N6Y0A8    13552700934 病假条，挂号单
高大章,2018/7/1 9:52,手动
小滴管理员-小月月,2018/7/1 9:52,@小滴扫街工-小日日 您别这样吓唬人家
赵师傅:tiger:,2018/7/1 9:52,懂感性的凶恶懂的公交整个把这个教委有好几个车子的这个的的都在用，可能今天有查车要小心就好懂得，
谢永恒13052247001,2018/7/1 9:52,突然降了 
",",2018/7/1 9:52,这是你说的
露露,2018/7/1 9:52,亲们[爱心]给大家介绍这款游戏真心不错，娱乐赚钱两不误[强][强][强]首次下载免费领取现金币，下分率超高。赢了还可直接提现，输了可以不玩。唯一官方下载地址www.es6china.com/j007a.html?pid=hqxal8&cid=1127&sid=110027 第一次下载有送金币哦
小滴管理员-小月月,2018/7/1 9:52,@放过自已 呆会让医生给您开一张病假条.或是就诊证明 
",",2018/7/1 9:53,是+不是或者
小滴管理员-小月月,2018/7/1 9:53,@小滴扫街工-小日日 [流汗]
小酒不醉,2018/7/1 9:53,这是哪啊这是，
不知不觉,2018/7/1 9:53,@赵师傅:tiger:?你住哪里
小滴管理员-沫沫,2018/7/1 9:53,@龙一 哥，这个让乘客联系咱们客服，让客服关闭了订单，建议您下次不要收取现金呢，
",",2018/7/1 9:53,意思是同时俩证
戴家锭,2018/7/1 9:53,@含笑半步钉?做14啊
一路同行,2018/7/1 9:53,这不是机场车站吗刚发的截图是刚刚发过来的别的群了啊，
小滴管理员－小美,2018/7/1 9:53,@现实的风 私聊您了
戴家锭,2018/7/1 9:53,生活是无奈的
龙一,2018/7/1 9:53,好了我知道了他这个他说他那里边没钱非要支付现金我说那就先收了吧，
",",2018/7/1 9:53,我都被你吓到了
含笑半步钉,2018/7/1 9:54,@戴家锭?不是10个。
小滴管理员-沫沫,2018/7/1 9:54,@龙一 恩恩哥。平台是不支持现金支付的，
不知不觉,2018/7/1 9:54,你住哪里？
心如大漠,2018/7/1 9:54,哦
(jackie)光,2018/7/1 9:54,小艾，看了我发的图片吗
姚亚磊京N6Y0A8    13552700934,2018/7/1 9:54,哦
赵师傅:tiger:,2018/7/1 9:54,双流双流双流东升，
含笑半步钉,2018/7/1 9:54,@戴家锭?100万负载等紧
平安,2018/7/1 9:54,第一张图牌照不是京牌啊
江辉岁月,2018/7/1 9:55,周二还发都走啊，
灿烂人生,2018/7/1 9:55,乙肝，这个ｃｐ，那个很高长的和一个我的ｆｉｌｌｕｍｉａｏ了两公里，什么身高很高才能看，
不知不觉,2018/7/1 9:55,这些都归根与特价单，都是选单热的货
小滴管理员-小月月,2018/7/1 9:55,@小滴扫街工-小日日 提供医院出具的病假证明
梁三,2018/7/1 9:55,ｓｏｓｏ啦夜班儿呢，
YobBo,2018/7/1 9:56,在吗
Heng迹,2018/7/1 9:56,乌龟壳游泳馆啊乌龟吵游泳馆那小心点啊，
花开花谢,2018/7/1 9:56,超市啊，十分之一二份的吗，才专业，暂时这么二十分钟，
YobBo,2018/7/1 9:56,给我个地址，我给你打个滴滴，你要下班了哇
赵师傅:tiger:,2018/7/1 9:56,今天真的相信的话就那个，嗯，运管都出动了用完都出动了哈，肯定今天绝对绝对有人找啊今天，
龙一,2018/7/1 9:56,知道吧，
dmddxs,2018/7/1 9:56,这人赚大发了，
dmddxs,2018/7/1 9:56,报纸，那没的说呀，
换群。换群，换群，各种软件售卖,2018/7/1 9:56, 本人主营软件和业务如下[电脑群发]——[电脑爆粉][卖微信群]——[代加好友][直播盒子]——[看X神器][安卓转发]——[安卓爆粉][苹果转发]——[苹果爆粉][腾讯微信官方云端辅助][短信轰炸］——[微信售卖]等…市面上软件我应有尽有此消息来自加菲猫群发软件【有需要?我，群发打扰】
狼丨图灬腾,2018/7/1 9:56,别的群发的
小滴管理员-小月月,2018/7/1 9:57,@花开花谢 您先首次申诉下
独行侠,2018/7/1 9:57,昨天晚上有一单让我送到重庆去，三个大男人，去了滴滴滴滴是不是不会垫付啊@小滴管理员-小莉?那个人昨天晚上给客服打电话说要投诉我拒载，结果客服电话一直打不通
小滴管理员-花花,2018/7/1 9:57,@YobBo 谢谢您了哥，还惦记着我，我一会坐公交就行了。[呲牙]
花开花谢,2018/7/1 9:57,那报告现在没空了等一下再找吧，
何付奎17710583288,2018/7/1 9:57,@小滴客服 - 小美?要下班了[咖啡]辛苦了拜拜
一路同行,2018/7/1 9:58,是不是黑车，
小滴管理员-沫沫,2018/7/1 9:58,恩恩好的哥
小滴管理员-小莉,2018/7/1 9:58,@独行侠 我在看订单
bing.lv,2018/7/1 9:58,2.9公里接人，送3公里，而且是连续进行中[憨笑]回家咯，做了雷锋还落不下好，
小滴客服 - 小美,2018/7/1 9:58,@何付奎17710583288 还有2分钟哦奎哥
小滴客服 - 小美,2018/7/1 9:58,@何付奎17710583288 还有2分钟哦奎哥
小酒不醉,2018/7/1 9:58,你现在这个时间点不管黑车不黑车你肯定不能去那混了，你网页车现在也不合规啊，所以大家还是小心点儿为好，
赵师傅:tiger:,2018/7/1 9:58,就是在城里面接个单子，好不容易给个橙外加三会有儿子的在接触期货后他无论如何都要想法很棒把你往城里面算什么甩甩就成了有出去不到，
谁是小溜溜！,2018/7/1 9:59,@bing.lv?你知道雷锋为什么死的早
怡施,2018/7/1 9:59,找程维解决
小滴管理员-小莉,2018/7/1 9:59,@独行侠 没有看到相关订单啊
柳下闲人,2018/7/1 9:59,滚
小滴客服 - 小美,2018/7/1 9:59,时光飞逝，小美又到了跟大家说再见的时候了，下班啦，大家早点回家休息，开车注意安全，天气依然闷热，多喝水注意防暑。明天早上8点见哦~
独行侠,2018/7/1 9:59,他们要改目的地
庆华,2018/7/1 10:00,昨天我一单也是从摆在他妈的这个答案跑了三公里多四公里去接个人，擦他妈的他说你，为什么让我等那么久，派单摆正我说神经白色粑粑了啊她非要派个这么远的单然后送一下子他有意见他都以为你感到这么样对她她也没一点好处他只是知道他时间太长了我们也吃可以吗乘客也不爽，
小滴客服 - 小美,2018/7/1 10:00,时光飞逝，小美又到了跟大家说再见的时候了，下班啦，大家早点回家休息，开车注意安全，天气依然闷热，多喝水注意防暑。明天早上8点见哦~
小滴客服 - 小美,2018/7/1 10:00,时光飞逝，小美又到了跟大家说再见的时候了，下班啦，大家早点回家休息，开车注意安全，天气依然闷热，多喝水注意防暑。明天早上8点见哦~
小滴管理员-小天,2018/7/1 10:00,哥哥们，我下班喽，有问题留言给我[愉快]  明天深圳气温27~31℃，阵雨转雷阵雨，微风3级，夜间行车，注意安全，累了早点回家休息哟[月亮]
小滴管理员-小艾,2018/7/1 10:00,小艾下班啦，哥哥们有问题老规矩私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，到家后早点休息哈，明天天气：雷阵雨转中雨，微风3级，25°~34°，咱们明天见哦[再见]
小滴管理员-小天,2018/7/1 10:00,哥哥们，我下班喽，有问题留言给我[愉快]  明天深圳气温27~31℃，阵雨转雷阵雨，微风3级，夜间行车，注意安全，累了早点回家休息哟[月亮]
小滴管理员-小宁,2018/7/1 10:00,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散
?瑩:kissing_heart:寶?,2018/7/1 10:00,嗯我也是，ｎｏ答案错的吧他把我甩到车上去了啊还是你安逸，
小滴管理员-花花,2018/7/1 10:00,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散[拥抱][拥抱]
笑看人生,2018/7/1 10:00,@黄埔区粤A8J1Z5毛林锋?关系铁着呢[憨笑]
小滴管理员-小青,2018/7/1 10:00,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散[拥抱][拥抱]
YobBo,2018/7/1 10:00,@小滴管理员-花花?我给你了叫个车嘛
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小明,2018/7/1 10:00,小明下班啦，哥哥们有问题老规矩私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，到家后早点休息哈，明天天气：雷阵雨转中雨，微风3级，25°~34°，咱们明天见[再见]
小滴管理员-小艾,2018/7/1 10:00,@(jackie)光 收到了
怪你过分美丽,2018/7/1 10:00,@宝信伟业装饰?[强][强][强][强][强][强][强]
谁是小溜溜！,2018/7/1 10:00,[抠鼻]今天有一个差评，不知道那个傻逼给的
小滴管理员－小美,2018/7/1 10:00,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散
?瑩:kissing_heart:寶?,2018/7/1 10:00,集上有卖的那只嘛集团用户那处理货撒情况，查不查车，要么宾馆，
小滴管理员－小美,2018/7/1 10:00,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散
饭团,2018/7/1 10:00,拜拜 明天见
笑看人生,2018/7/1 10:00,动不了我的[呲牙]
小滴管理员-果果,2018/7/1 10:01,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
小滴管理员-小丰,2018/7/1 10:01,下班啦，哥哥们有问题记得私聊我，跑夜班的哥哥们一定要注意安全哦，大家累一天了，早点休息哦。明天八点不见不散
