群名,发信人,时间,内容
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:01,你麻痹
南京优为租赁车主之家,张兵,2018/7/5 11:40,到估计他也没好好思想要交钱的话我可能就不记对吧他肯定会讲这点希望小时候还不死赶快过来搞这些东西乱七八糟公式啊知道了，
南京滴滴、美团（野战军）！,妞爸,2018/7/5 10:15,好牛逼老了他这么讲的，
【25416011】精鹰担保共创群,邹羽辉,2018/7/5 11:24,我他妈比流水两百下了，快一百五的油我操，怎么破，
南京优为租赁车主之家,红杉,2018/7/5 1:15,不是什么数据，就叫新人肯定要要要要收取点让公司标准数据吗有数据在里面的票据啊，这钱不是乱收的，
S.H滴滴司机交流中心:fuelpump:?,露露,2018/7/1 1:13,亲们[爱心]给大家介绍这款游戏真心不错，娱乐赚钱两不误[强][强][强]首次下载免费领取现金币，下分率超高。赢了还可直接提现，输了可以不玩。唯一官方下载地址www.es6china.com/j007a.html?pid=hqxal8&cid=1127&sid=110027 第一次下载有送金币哦
S.H滴滴司机交流中心:fuelpump:?,??筱叁??大量换群,2018/7/1 1:54,:100:福利视频，每日更新:100::fire:http://t.cn/RrXZ9u5:fire:http://t.cn/Rr2EAnq:fire:http://t.cn/Rr2EAnA:fire:http://t.cn/RrXZ9HK:fire: http://t.cn/Rr2EAny:fire: http://t.cn/Rr2EAn4:fire:http://t.cn/RrXZ90r:fire:http://t.cn/Rr2EAnf:fire:http://t.cn/Rr2EAnU:fire:http://t.cn/RrXZ9Xv:fire:http://t.cn/Rr2EAnG:fire:http://t.cn/Rr2EAnt:fire:http://t.cn/RrXZ9tA:fire:http://t.cn/Rr2Evrj:fire:http://t.cn/Rr2EAnb:fire:http://t.cn/RrXZ9y9:fire:http://t.cn/RrKxaoI:fire:http://t.cn/RrKxpNi:u6e80::u6e80:激情，:100:天天精彩——————————————:crown:一对一裸聊视频:kiss:http://t.cn/RrpDS8d:crown:御姐萝莉集中地  视频语音听你指挥:kiss:http://t.cn/RrpDSuw:crown:约炮神器   同城可约:kiss:http://t.cn/RrpDSBg:crown:寂寞午夜倾听你的心声:kiss:http://t.cn/RrpDSk9绝对真人在线     本人亲测      ——————————————:crown:一.墙.之.隔:shaved_ice:http://t.cn/RrK3eOp:crown:媚.骨.之.香（人气）:shaved_ice:http://t.cn/RrCVUiv:crown:超.级.服.务（人气）:shaved_ice:http://t.cn/RBalHJ9:crown:绝.宠.小.媳.妇（火热）:shaved_ice:http://t.cn/RBwvVQX:crown:逍.遥.法.外（新晋）:shaved_ice:http://t.cn/RBD1shh:crown:乡.间.迷.情:shaved_ice:http://t.cn/RBD1sFV:crown:时.光.的.尘:shaved_ice:http://t.cn/Rr9nVlW:crown:潇.洒.人.生（火热）:shaved_ice:http://t.cn/RrIiVxF:crown:偷.香（你懂的）:shaved_ice:http://t.cn/Rrvd6O7:crown:雪.姑（人气）:shaved_ice:http://t.cn/RrvdipO:fire:秘.密.花.园（人气）:fire_engine:http://t.cn/RrCx9PC:fire:我.和.美.女.班.主.任:fire_engine:http://t.cn/RrCVDW3:fire:后.妈.的.秘.密:fire_engine:http://t.cn/RrCIRQr:fire:我.的.美.腿.姐.姐:fire_engine:http://t.cn/RrCIRrV:fire:家.有.娇.娘:fire_engine:http://t.cn/RrCx9ZA:100:禁.忌.迷.城（火热）:airplane:?http://t.cn/RrOR9Pg:100:枕.边.物.语（火热）:airplane:?http://t.cn/RrOpOFk:100:孽.情:airplane:?http://t.cn/RrOpOb9:100:游.戏.花.丛（人气）:airplane:?http://t.cn/RrOp06D:100:天.伦.劫:airplane:?http://t.cn/RrOpNDz:guardsman::lips:最新浮力:guardsman::lips: :100:无病毒 无广告 无套路 精彩绝伦 :100:转发更流畅
S.H滴滴司机交流中心:fuelpump:?,明天会更好,2018/7/1 2:48,在吗？ [爱心][爱心][爱心]给你介绍一款下分率超高的捕鱼游戏，炸金花、港式五张、牛牛、百家乐 等游戏应有尽有！ 赢了可以兑换现金哦，想玩的直接下载http://www.ffbba.com/j007b.html?bid=03&pid=hqxal8&cid=1182&sid=110082第一次下载有送金币哦
美团打车【北京站】司机交流群,六七,2018/7/9 5:08,行了，各位。停下吧。
S.H滴滴司机交流中心:fuelpump:?,王静,2018/7/1 4:16,亲们[爱心]给大家介绍这款游戏真心不错，娱乐赚钱两不误[强][强][强]首次下载免费领取现金币，下分率超高。赢了还可直接提现，输了可以不玩。唯一官方下载地址www.es6china.com/j007a.html?pid=hqxal8&cid=1127&sid=110027 第一次下载有送金币哦
南京优为租赁车主之家,红杉,2018/7/5 2:02,没开空调么，你离开外循环和内循环，搞不好二氧化碳中毒，那点兵你们的了命也没有了，这个比较容易我还是很怕的哦，不知不觉就死了死了一个车子都卖不出去的房子一样的性质，
南京滴滴、美团（野战军）！,妞爸,2018/7/5 10:36,当然等啊这个不能等啊等等啊，
【25416011】精鹰担保共创群,米兰子瑞 王守康,2018/7/5 1:10,市区堵噻
南京优为租赁车主之家,2018初始,2018/7/5 3:39,今天没得单子
美团打车【北京站】司机交流群,刘鹤立,2018/7/9 5:11,那你去吧  唉
S.H滴滴司机交流中心:fuelpump:?,李来，临沂车队,2018/7/1 10:16,办理，，，从业资格证《普货》《危险品》《押运员》《出租车》                            微信电话13121967015办理操作证，《塔吊》《电工证》《焊工证》《叉车证》
南京滴滴、美团（野战军）！,挺ok的小伙,2018/7/5 11:16,[呲牙]
南京滴滴、美团（野战军）！,流川枫......,2018/7/5 11:18,我这个雨刮器质量不行吧，早上下包子抱着西瓜子一个病历就嘟嘟的了，独立上不了啊，
南京优为租赁车主之家,2018初始,2018/7/5 4:18,不去太远了，车多红绿灯多烦的一笔吊糟
S.H滴滴司机交流中心:fuelpump:?,??筱叁??大量换群,2018/7/1 12:49,:100:福利视频，每日更新:100::fire:http://t.cn/RrXZ9u5:fire:http://t.cn/Rr2EAnq:fire:http://t.cn/Rr2EAnA:fire:http://t.cn/RrXZ9HK:fire: http://t.cn/Rr2EAny:fire: http://t.cn/Rr2EAn4:fire:http://t.cn/RrXZ90r:fire:http://t.cn/Rr2EAnf:fire:http://t.cn/Rr2EAnU:fire:http://t.cn/RrXZ9Xv:fire:http://t.cn/Rr2EAnG:fire:http://t.cn/Rr2EAnt:fire:http://t.cn/RrXZ9tA:fire:http://t.cn/Rr2Evrj:fire:http://t.cn/Rr2EAnb:fire:http://t.cn/RrXZ9y9:fire:http://t.cn/RrKxaoI:fire:http://t.cn/RrKxpNi:u6e80::u6e80:激情，:100:天天精彩——————————————:crown:一对一裸聊视频:kiss:http://t.cn/RrpDS8d:crown:御姐萝莉集中地  视频语音听你指挥:kiss:http://t.cn/RrpDSuw:crown:约炮神器   同城可约:kiss:http://t.cn/RrpDSBg:crown:寂寞午夜倾听你的心声:kiss:http://t.cn/RrpDSk9绝对真人在线     本人亲测      ——————————————:crown:一.墙.之.隔:shaved_ice:http://t.cn/RrK3eOp:crown:媚.骨.之.香（人气）:shaved_ice:http://t.cn/RrCVUiv:crown:超.级.服.务（人气）:shaved_ice:http://t.cn/RBalHJ9:crown:绝.宠.小.媳.妇（火热）:shaved_ice:http://t.cn/RBwvVQX:crown:逍.遥.法.外（新晋）:shaved_ice:http://t.cn/RBD1shh:crown:乡.间.迷.情:shaved_ice:http://t.cn/RBD1sFV:crown:时.光.的.尘:shaved_ice:http://t.cn/Rr9nVlW:crown:潇.洒.人.生（火热）:shaved_ice:http://t.cn/RrIiVxF:crown:偷.香（你懂的）:shaved_ice:http://t.cn/Rrvd6O7:crown:雪.姑（人气）:shaved_ice:http://t.cn/RrvdipO:fire:秘.密.花.园（人气）:fire_engine:http://t.cn/RrCx9PC:fire:我.和.美.女.班.主.任:fire_engine:http://t.cn/RrCVDW3:fire:后.妈.的.秘.密:fire_engine:http://t.cn/RrCIRQr:fire:我.的.美.腿.姐.姐:fire_engine:http://t.cn/RrCIRrV:fire:家.有.娇.娘:fire_engine:http://t.cn/RrCx9ZA:100:禁.忌.迷.城（火热）:airplane:?http://t.cn/RrOR9Pg:100:枕.边.物.语（火热）:airplane:?http://t.cn/RrOpOFk:100:孽.情:airplane:?http://t.cn/RrOpOb9:100:游.戏.花.丛（人气）:airplane:?http://t.cn/RrOp06D:100:天.伦.劫:airplane:?http://t.cn/RrOpNDz:guardsman::lips:最新浮力:guardsman::lips: :100:无病毒 无广告 无套路 精彩绝伦 :100:转发更流畅
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:23,@A小坏蛋宁宁?应该的
美团打车【北京站】司机交流群,A小坏蛋宁宁,2018/7/9 5:24,赶紧睡吧
【25416011】精鹰担保共创群,宇先生,2018/7/5 1:47,我的也少。有的时候一个小时才一单
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:36,@A小坏蛋宁宁?别说了
南京滴滴、美团（野战军）！,妞爸,2018/7/5 11:45,在车上面他就拍我后面的前面的他拍我后面的，
【25416011】精鹰担保共创群,宇先生,2018/7/5 1:47,我昨天九个多小时才四百
南京滴滴、美团（野战军）！,妞爸,2018/7/5 11:45,这大概有二三十米，排队，应该可能呵呵区的，
南京滴滴、美团（野战军）！,挺ok的小伙,2018/7/5 11:45,挺矛盾的，到国外的调查市场了吗，就听到正常那个点出门口，可能会汉族，
宝山美团,美团A,2018/7/1 10:54,不跑租给我@爱媛琴?
【25416011】精鹰担保共创群,潘祥,2018/7/5 2:37,咋治咋摆治哩边冲凉一直一直插在上面充电了啊这个大学里边其他软件基本上从来都没用过就用一个啊滴滴，
【25416011】精鹰担保共创群,玲美好,2018/7/5 2:41,不过长江隧道的，比如三个变都堵在里头了二十分钟，本来我就点十分就出车了，答案，俩点三十七才能到八小时足以收复时说了说了二十分钟的时长，
美团打车【北京站】司机交流群,鑫????。,2018/7/9 7:48,现在没开
【25416011】精鹰担保共创群,舍得,2018/7/5 4:07,@小滴管理员-小红?解决了
索羿GPS六群,丁,2018/7/4 5:00,其实安排哦镇真心一点，我妈皮肤你们这些跑全职的，我跑兼职每天大概要跑四个小时，我都听见跑都觉得累，我不知道你们感觉怎么如何，我真佩服你们这些搞清楚了我叫老表也是跑经营的一斤，他也是跑坚持，可能我身体不好，你们这里面蛮厉害的，
索羿GPS五群,陆俊,2018/7/4 4:41,连接不能假的话这半年吗泡泡普通，在这儿跑不掉的黄的蛮好的，一定也能搞个四五百五六百，
南京优为租赁车主之家,白开水,2018/7/4 3:35,反正我就想跑，我觉得自由我想怎么花就怎么破，
交通台网约车展咨询群2,A朱新安,2018/7/5 9:53,我早上流水跑了一百一百零五块，奖励奖励了一百一百六十块钱的这个翻倍奖跟那个冲单奖一起奖励到一百六十多，
北京滴滴群,乐夏隐出高傲,2018/7/10 10:12,t2安全
名图车友群,万事（☆_☆）如意,2018/7/4 5:21,也没有违约金滞纳金这一块，
索羿GPS十一群,薴,2018/7/4 4:44,我得到五点零一分钻石把滴滴开始，
【25507012】精鹰优享担保共创群,小滴管理员-小白,2018/7/5 10:01,哥，有时候经过网络信号不好的地方或者打电话是会影响时长的哈
3【牛咖斯南京交通事故信息群】,等待,2018/7/5 11:35,@牛咖斯－调度中心－南京（2）?加了啊
【25507011】精鹰担保共创群,演绎自己的幸福,2018/7/5 2:23,哎呀打酱油的，一个早高峰的跑两百多块钱两百七八十块钱我们，我早上六点开始开机跑到现在三百块钱都没有，你给谁交代呀你给我说一下你怎么交代啊，
【25507012】精鹰优享担保共创群,于际乾,2018/7/5 10:16,等下就爆单了
北京滴滴群,壳子,2018/7/10 5:55,我就是有一次接个单子正要出发，自己的车被一个傻逼贴着我车停我出不去了，所以耽误了行程，人家要索赔5块钱，我之前就被罚过一次5块钱，这次就不想交
【25416011】精鹰担保共创群,武六七,2018/7/4 3:51,看看我看看啊在这样搞下去都要退完了都要退完了，
交通台网约车展咨询群2,发型不能乱,2018/7/5 10:33,说的对
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 3:52,大家的实际情况啥样，平台都是会看到的
3【牛咖斯南京交通事故信息群】,牛咖斯－调度中心－南京（2）,2018/7/5 12:12,@汤善平苏A97LQ0?车辆不符合
索羿GPS九群,哈尼,2018/7/4 6:22,827死哪去了
索羿GPS七群,妞妞粑粑,2018/7/5 10:56,[坏笑]
【25507011】精鹰担保共创群,演绎自己的幸福,2018/7/5 2:59,但是，这是我做人的原则，不在乎那些
南京优为租赁车主之家,大马哈:fish:,2018/7/4 3:38,你要是在南京跑就不要加入什么门牙静音啊，比如一个比较加入我就拿翻倍奖，爽的很，
滴滴群,赵海,2018/7/5 10:11,啊小心去培训，我去到就能吃七八十，我就去试着去完成，
交通台网约车展咨询群2,大叔,2018/7/5 11:22,老了老了在这个仙鹤街仙鹤街双塘路上面仙鹤街，就这个养猪向边上那个叫四合村宾馆，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:39,你不能了我家白开水啊小心我把你车胎放气儿去，
滴滴群,赵守俭苏A98ZP3,2018/7/5 10:15,现在完全找你了一单给我提了形容花园博罗影院，能把它取消也罢，
滴滴群,赵守俭苏A98ZP3,2018/7/5 10:15,分开的湖南路上面都这个狗屎一样的吗，回家，
索羿GPS五群,心的迁徙,2018/7/4 5:29,比较车没了吗初一到眼睛一闭玩一次到侧门然后怎么搞，大家吃的车子上的怎么搞，
索羿GPS六群,二师兄,2018/7/4 5:35,而实际上她我问你妈你们都要公司有没有教你们那个加入什么叼叼叼叼叼叼，搞什么，那个啊你们有没有啊有没有加入公司要搞什么吊东西，
美团打车【北京站】司机交流群,六七,2018/7/9 12:46,嘘。让大家平复一下心情[捂脸][捂脸]
索羿GPS十一群,路过枫树林,2018/7/4 5:06,开到那个明发广场啊找里面人啊，能调出来是不是，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 12:59,还有没有人来机场没有就走了不等了啊我要展现真正的技术的了，
名图车友群,万事（☆_☆）如意,2018/7/4 5:23,幻灯片顺序，多少钱，
交通台网约车展咨询群2,小强,2018/7/5 12:25,老王老王我背个小点的把它拾起来了老王我们在鼓楼公园，
索羿GPS一群,June,2018/7/5 10:39,被德国收购了
索羿GPS十一群,A、趣多多,2018/7/4 5:18,找了也没用
索羿GPS六群,二师兄,2018/7/4 5:38,那么想找理由把车子推推不了在这玩好了吧这次赔给他呢了么不加群了都跑了，行啊你给老子要退十万步吧车到哪都推给你你给老子十万块钱，
上海滴滴车友会一群:car:,特价-苹果8P:smile:1500元批发价,2018/7/1 12:20,［微信红包］恭喜发财 大吉大利！:heart_eyes:苹果8p、苹果x 隆重来袭。各套餐亏本大放送:heart_eyes:买一送一。欲购从速。错过机会再等一年:heart_eyes:加我。加我[勾引][玫瑰]免费招代理（包赚）。一件代发。不需囤货:fire:[色]换群。换群，250人以下。
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:22,嗯，跑一百八十块钱十二的，哎呀，
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:28,按照选定也没有单子，
索羿GPS六群,A.Eason:kiss:???,2018/7/4 6:43,330了还行
索羿GPS九群,阿祥,2018/7/5 3:14,滴滴已经失去民心了
南京优为租赁车主之家,白开水,2018/7/4 3:44,所以这学期谁跟你约学的那个，怎么说呢，羊入虎口呀，所以感觉你也，
索羿GPS一群,隆斯托洛夫斯基,2018/7/5 11:18,@苏AG060X?多少分？多少钱一分
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:45,别闹了我长的多面善呢，心地善良，不是啊，到哪里还找我这么好的这么一个大好人，
索羿GPS七群,:boom:秃子,2018/7/5 12:48,你在哪我要你去煮啊，到现在的资料都稍微读下，什么比赛程序走会不会不可能的呀，
索羿GPS七群,王 车主服务,2018/7/5 1:20,[咖啡]我做车辆违章，我的原则是： 必须宣传，但不强求；信，你就处理，不信，就不处理；我时不时发朋友圈，只是想告诉朋友们： 我坚守在车辆违章事业的道路上，你们随时都找得到我。不夸大，不忽悠；咨询我，我会为你耐心解答，客观分析，优势、劣势摆出来；当然，选择权在你，自己决定，处理与不处理，友谊常在[握手][握手][握手][握手][微笑]
索羿GPS十一群,薴,2018/7/4 6:03,你走玄武湖台城路
名图车友群,龚喜,2018/7/5 9:47,情况下都是要在里面加，为什么要好多人评这个截图他可以回去抱了在套现金，很麻烦的还要给他票啊什么的其他都是其他都是基本上都加我我从来都没问问他要现金，我都说我这个钱我先帮你付了多少去了，
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 1:05,@沉默?奖励能拿多少，我进市里，十天能拿几次奖励还是很少
索羿GPS七群,端木,2018/7/5 1:45,嗯，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:49,你跟我聊天开玩笑一般都会受伤的，哈哈哈哈，
滴滴群,军,2018/7/5 12:52,我告诉他等会儿发了你也不花那我就说的着呢，
索羿GPS十一群,薴,2018/7/4 6:03,@特仑苏?
交通台网约车展咨询群2,大叔,2018/7/5 3:38,五点出来跑高峰
交通台网约车展咨询群2,发型不能乱,2018/7/5 3:42,在哪里啊，管理的不好，
滴滴群,缘来缘去,2018/7/5 1:02,在老大拜托了，多久啊，
索羿GPS十一群,小楼一夜听雨,2018/7/4 6:05,@苏A.10TD9?
【25507012】精鹰优享担保共创群,小滴管理员-小白,2018/7/5 2:17,@恒实虫控 那您自己掂量掂量吧[呲牙]
美团打车【北京站】司机交流群,六七,2018/7/9 1:07,什么小录
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 2:17,这已经是我接的单子，
索羿GPS一群,张金勇,2018/7/5 11:30,@苏AG060X?
索羿GPS九群,半百人生,2018/7/5 4:11,你妈的要下了那个要该有的命里该有该发这个才的话你说这个叼你说这个了当时是一种增加九州尼玛一两千哇哦那条线现在还开滴滴吗不开了，
索羿GPS五群,心的迁徙,2018/7/5 10:20,不然我就回城了
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 1:15,这帮孙子让他们态度好就是不拉，
索羿GPS七群,陈(泽)军,2018/7/5 2:54,合计喝大了吗？
滴滴群,赵守俭苏A98ZP3,2018/7/5 1:30,@赵海苏A83E1D?
南京优为租赁车主之家,王者荣耀,2018/7/4 4:15,想干嘛关键
滴滴群,赵海,2018/7/5 1:30,是这么回的，
索羿GPS九群,半百人生,2018/7/5 4:21,嗯那房价什么也就这俩，两千零，南京你好像就在两千零几年才开始以前的不，
【25416011】精鹰担保共创群,军哥17502503264,2018/7/4 4:58,这是滴滴滑是什么，我要是你跑去跑了个费用，跑什么调静音先得跑十几个小时了肯定洗了比较多，
索羿GPS七群,陈(泽)军,2018/7/5 3:19,我知道大家都知道，
索羿GPS五群,无由,2018/7/5 10:33,刹不住了
南京滴滴、美团（野战军）！,Vision,2018/7/4 4:42,收工
交通台网约车展咨询群2,老衲要还俗,2018/7/5 4:20,你说是你的小号是不是要用其他人的驾照去申请啊，我的驾照已经不行了是吧，我的驾照不能在申请了是不是啊，
索羿GPS六群,A.Eason:kiss:???,2018/7/5 11:39,若尘双向全部瘫痪啊你们直接指的头标上绕城啊绕城双向瘫痪啊，
名图车友群,Posion゜,2018/7/5 1:17,嘴里没还一直在唱  答案
索羿GPS十一群,A查少,2018/7/4 6:43,现在雏鹰奖励是多少啊？各位大神
滴滴群,胡杨,2018/7/5 3:29,都是泪，
南京滴滴、美团（野战军）！,妞爸,2018/7/4 4:44,我这两个地方，靠的近的一米，另一单就是不给奖励
【25507012】精鹰优享担保共创群,大海,2018/7/5 2:54,我要接不到单位就等你我现在就已经过万零了，
滴滴群,胡杨,2018/7/5 3:57,唉唉一单篮球啊一单篮球，
索羿GPS六群,孤狼,2018/7/5 11:56,早晨接到的案子是拼车的，
南京滴滴、美团（野战军）！,顾老,2018/7/4 4:46,现在打电话给包子，去到客户然后客服一到翻倍就可以陪她路路至少，
交通台网约车展咨询群2,陈永康,2018/7/5 4:32,小派小派，你在哪挂，
【25507012】精鹰优享担保共创群,天天向上,2018/7/5 2:59,@恒实虫控?
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 1:48,@像钱:eyes:像厚赚:boom:?我也在家呢
索羿GPS一群,A0000000006苗国伟,2018/7/5 12:26,有人租我就租  没人我自己开
索羿GPS五群,心的迁徙,2018/7/5 1:18,啪啪啪
索羿GPS十一群,许振林,2018/7/5 9:32,又一波洗车券下来了
索羿GPS一群,隐姓埋名,2018/7/5 12:29,@至尊宝?[呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙]
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 3:08,你从下面慢慢走啊我就来了我来找你老朋友好久不见一起抽根烟啊你不抽烟哈，
【25507012】精鹰优享担保共创群,大海,2018/7/5 3:09,我是在那个出租车停车场停车场里面等你啊孩子在他左边这条路上等你啊，
南京优为租赁车主之家,白开水,2018/7/5 9:29,我也放很久了
名图车友群,骚气的大叔,2018/7/5 2:49,肯定会越来越难跑了，会越来越好的是啊，我搞不懂你为什么要生优选型，干嘛呀这会这不挺舒服的嘛，有两千元是多多呀一天烦死了介绍的人还没打电话，
索羿GPS五群,南?城,2018/7/5 3:25,而且帮你换好做动平衡
名图车友群,Posion゜,2018/7/5 2:54,对啊就是这个保证金啊，刚才看我早上给我发的这个短信我没看然后我现在才发现啊，有这个短信，
【25416011】精鹰担保共创群,Ray,2018/7/4 6:05,让我在这里等他妈的十分钟，我怎么的啊这里他曝光ｂｏｓｓ呢等会儿啊瞎搞子呢瞎搞失去她妈也没单说，
索羿GPS六群,#NAME?,2018/7/5 1:28,我都没打算出单，一百亿的买卖把我派到新民来了啊这个病，
索羿GPS六群,淡如风,2018/7/5 1:33,@苏A82TR5?好的一笔
南京滴滴、美团（野战军）！,信仰之名。,2018/7/4 6:01,早就送到了我就接了一单了，
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 2:10,男的少还在阳新在上官那边吧现在，我记得好像上边有一个，
名图车友群,徐志刚,2018/7/5 3:39,刚刚送两个人去么为了谁有一张优惠券啊，听到一半走到一半的时候然后就放我给他放很偏的地方他就接着说了叫车叫到车子，我说放很偏的地方，
索羿GPS一群,大勇,2018/7/5 3:17,哪边的畜牲警察？
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 3:16,看错了看错了以为后面那俩字是哪的呢那么我招手下看看我谁啊那个美女你知道绕圈怎么着吧就是从那个毛掉个头回去找你吧你是在湘阴二六了是吧，我掉头找你啊，
【25507012】精鹰优享担保共创群,大海,2018/7/5 3:17,掉头了我就跟过来了吗我肯定在你后面呢我我过来了，
索羿GPS六群,#NAME?,2018/7/5 1:47,他吗的那么多人，一单的不算非法的大家看看给我操，
出租兄弟姐妹群,忆，蓄牧连,2018/7/1 2:44,@小黄金?苦中做乐:smile:
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 3:39,看见了没有，烟也站着从我们旁边过去了你也专车过去了，
【25416011】精鹰担保共创群,Mr.sun,2018/7/4 6:34,跑了一天起步价
索羿GPS六群,霖琳,2018/7/5 2:25,我也没有连接奖呀，
出租兄弟姐妹群,小黄金,2018/7/1 3:08,红
美团打车【北京站】司机交流群,A小坏蛋宁宁,2018/7/9 2:58,还这样你说说的挺一公里多，我妈二点八公里接着送人才一点五公里，
南京优为租赁车主之家,红杉,2018/7/5 10:55,你这个五毛钱一公里还比较好的学校你的性格是五毛钱一公里我跟你讲呢到十万公里以后你就不一定是五毛钱一公里了，
索羿GPS十一群,别轻描淡写,2018/7/5 1:10,上月没单了吗，不可能啊，虽然是吃多了吗还是打车的少了，
【25416011】精鹰担保共创群,今年夏天:fire:,2018/7/4 6:38,[抓狂][抓狂][抓狂]
【25507012】精鹰优享担保共创群,谢中万,2018/7/5 4:19,外国人
【25507012】精鹰优享担保共创群,谢中万,2018/7/5 4:20,手贱，抢了预约单
索羿GPS十一群,雪留不走,2018/7/5 4:01,都是应该卖比格的吗不是，一条短信发给我的那个危险驾驶我还要在里面看看不看的出不了气，
南京优为租赁车主之家,张兵,2018/7/5 10:56,不管他说功率以后再说要二十万左右的车子肯定买了肯定要换车，
索羿GPS六群,一修,2018/7/5 2:44,也吗镜面认认真真的鬼了我操这俩男的一但吃的得嘛定位找不着打电话不接，他妈逼的又定位错，然后就接了，水利部高应该取一下把，赶紧取消，ｂａｔｓｅ，
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 4:53,@A小坏蛋宁宁?昌平大帝国，没有六元就无敌
南京滴滴、美团（野战军）！,挺ok的小伙,2018/7/5 9:54,我在新街口这边，他妈的直接大吵就重复了吗，销售啥都不干了，因为小时候大爷打的肯定是什么肯定一只脚的声音吗，知不知道答案子什么跑到马路去了我就不搞了呗刷屏，准备回家，哎哟烦不了了，
南京优为租赁车主之家,红杉,2018/7/5 11:05,第二你把我们俩这个讲话的收藏起来收藏起来啊，本地卖的时候把它放出来，
索羿GPS六群,阿龙,2018/7/5 4:26,一八七六，下班了啊，都泡起来了吗，嗯，
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/5 9:36,@玲美好 苏A5PD32  姐，咱们如果在开车一定要注意安全。手机还是可以放一放，安全第一的哦
南京滴滴、美团（野战军）！,挺ok的小伙,2018/7/5 10:00,一般知识之类的话可能要演林把我听单流程最长里边的水水往上涨啊我也不敢听我怕车子什么都给我刮走的样子吗，四零的公积金，他说佳佳家家的三块钱是什么车型，
南京滴滴、美团（野战军）！,流川枫......,2018/7/5 10:07,你这你都不知道那如果我们哪知道你看的包你自己都不清楚了，
南京滴滴、美团（野战军）！,流川枫......,2018/7/5 10:07,你在这里面属于全球通啊但是他绿化你都不知道了另外我们俩知道，
【25416011】精鹰担保共创群,Ray,2018/7/5 10:23,兄弟啊谁说只能有我这里赌吧，嗯，
南京滴滴、美团（野战军）！,妞爸,2018/7/5 10:10,就是设置顺路单的话他也听着的一大双一大当然就是没有翻倍就是如果如果你自己设置的顺路到，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/5 11:39,[捂脸]
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:03,快点，我想草你媳妇
南京优为租赁车主之家,张兵,2018/7/5 1:24,干粉打老总的脸上面是你麻痹以后打猎上面一会儿就他妈逼的吊政府，
南京优为租赁车主之家,张兵,2018/7/5 1:37,把闹钟调就好啊，手里转一下就说的专业，
【25416011】精鹰担保共创群,玲美好,2018/7/5 11:51,@邹羽辉 19951671643?
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:06,来吧
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:06,@财神?表哥他///
南京滴滴、美团（野战军）！,信仰之名。,2018/7/5 10:20,调度费用
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 5:07,等着吧
S.H滴滴司机交流中心:fuelpump:?,:+1:梁山挂车直销,2018/7/1 4:28,山东梁山挂车直销！本公司以高质量！低价位定做各种轻体半挂车，长13米，宽2.55米，高60兰板车，整车自重5.5吨左右，保拉50吨，13米的花栅半挂车整车自重5.9吨左右，保拉60吨，公司选用上海宝钢，常做11米，13米的侧翻，骨架式隐形侧翻。各种骨架车，集装箱，飞翼箱，有双飞，单飞的两种，。11.5―13米勾机板。6/8位轿运车，还有不同尺过的平板后翻。挂车直销各种轻体挂车、轻量化设计高强钢材制作、仓栏自重6吨保拉50吨、宽2.55米的公告、60公分栏板花篮侧翻.9米侧翻，10米侧翻.11米侧翻.13米侧翻.8米后翻，8.5米后翻.9米后翻.9.2米后翻.13米勾机板，20-53英尺骨架车.轿运运输车.散装水泥罐车.以及各种特种车和以重换轻！诚招各大运输公司和汽贸合作.欢迎新老顾客前来洽谈订购[握手]、订车热线18254715193电话同微信
南京优为租赁车主之家,张兵,2018/7/5 1:58,而我老婆呢在上面睡觉还不简单啊，哦你妈也开个外循环播，我要是你妈叫空气不好你就把窗子摇到阿峰说去死吧，
